artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Ayo & Teo,0.0837,0.804,238587.0,0.8859999999999999,0.266,-2.512,0.04,144.946,0.789,74.0,1,1,2,"['social media pop', 'trap']"
Ayub Ogada,0.956,0.584,338680.0,0.05495,0.0797,-20.158,0.0414,112.013,0.5479999999999999,46.0,9,1,4,"['afropop', 'world']"
Ayumi Hamasaki,0.234,0.5760000000000001,332733.0,0.578,0.315,-5.506,0.0263,126.947,0.385,52.0,6,0,2,"['eurobeat', 'j-idol', 'j-pop', 'japanese r&b']"
Az Yet,0.4866666670000001,0.5489999999999999,244582.3333,0.499666667,0.123333333,-9.232333333,0.030333333,151.9373333,0.312666667,49.33333333,3,0,3,"['new jack swing', 'r&b', 'urban contemporary']"
AzChike,0.113,0.835,169482.0,0.57,0.0784,-9.479,0.109,99.964,0.377,54.0,2,0,1,"['cali rap', 'west coast trap']"
Azizi Gibson,0.0073,0.878,185202.0,0.22,0.166,-16.615,0.0805,94.97,0.365,56.0,4,1,2,"['deep underground hip hop', 'rap', 'underground hip hop']"
Aztec Camera,0.213058333,0.589833333,237940.0,0.675333333,0.150766667,-10.68033333,0.03595,129.195,0.6995,33.33333333,9,1,12,"['art rock', 'britpop', 'dance rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']"
Azucar Moreno,0.049033333,0.721333333,252067.0,0.867,0.043266667,-7.481333332999999,0.0486,102.348,0.905333333,51.33333333,6,1,6,"['spanish pop', 'spanish pop rock']"
Azul Violeta,0.1612,0.604,268813.5,0.752,0.2402,-6.3279999999999985,0.0393,153.048,0.652,45.5,7,1,4,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']"
Azumi Inoue,0.632,0.592357143,198256.1429,0.495785714,0.201607143,-10.72857143,0.040671429,134.7995,0.638857143,43.07142857,5,1,14,['japanese instrumental']
Azymuth,0.20382,0.611,393048.0,0.5576,0.0914,-14.758,0.044160000000000005,98.7336,0.7622,33.0,5,1,10,"['bossa nova', 'brazilian boogie', 'brazilian psychedelic', 'indie jazz', 'jazz funk']"
Aşık Veysel,0.691,0.477,166267.0,0.328,0.339,-16.15,0.0364,90.403,0.561,1.0,11,1,2,['turkish folk']
B*Witched,0.0891,0.6859999999999999,185186.6667,0.932,0.072566667,-4.475666667,0.037866667,122.345,0.941333333,45.33333333,7,1,6,"['bubblegum dance', 'dance pop', 'europop', 'girl group']"
B-Movie,0.000393,0.329,281800.0,0.591,0.166,-16.101,0.0524,152.861,0.471,40.0,1,0,2,[others]
B-Rock & The Bizz,0.00238,0.846,214133.0,0.841,0.0484,-6.952000000000001,0.11,135.045,0.65,38.0,8,1,2,[others]
B. B. & Q. Band,0.0827,0.868,347800.0,0.682,0.0427,-6.601,0.0539,109.484,0.975,29.0,3,0,2,"['post-disco', 'post-disco soul']"
B.B. King,0.582336808,0.560192308,234464.7038,0.530993077,0.25578423100000003,-8.788769231,0.074404615,111.3493,0.650284615,24.42692308,2,1,260,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']"
B.E.R.,0.0041600000000000005,0.618,210510.0,0.648,0.171,-7.098,0.0287,129.917,0.34600000000000003,59.0,2,1,2,[others]
B.J. Slater,0.94,0.219,204027.0,0.05,0.114,-23.055,0.0437,74.359,0.155,19.0,8,1,1,[others]
B.J. Thomas,0.5796,0.5318,188325.4,0.4552,0.1712,-11.4222,0.03588,114.762,0.6532,46.0,5,1,10,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
B.T. Express,0.08521614300000001,0.667285714,321295.2857,0.7,0.139228571,-9.395142857,0.058085714,122.7054286,0.7985714290000001,29.71428571,0,1,14,"['classic soul', 'disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm']"
B.W. Stevenson,0.06895,0.7140000000000001,152353.5,0.649,0.05645,-9.0325,0.0378,121.7125,0.8825,44.0,4,1,4,[others]
B.o.B,0.103346591,0.703272727,243183.2273,0.691431818,0.166845455,-6.178295455,0.142247727,114.5335,0.487847727,57.5,1,1,44,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']"
B2K,0.06792000000000001,0.8087,263143.9,0.6159,0.08517999999999999,-5.3376,0.10826,102.5416,0.7398,46.0,2,1,10,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
B5,0.277,0.76,225347.0,0.555,0.14,-4.048,0.0325,125.964,0.56,44.0,6,0,2,"['deep pop r&b', 'pop rap', 'urban contemporary']"
BABYMETAL,0.000273,0.616,230613.0,0.985,0.111,-1.598,0.0832,109.979,0.487,53.0,11,1,2,"['alt-idol', 'comic metal', 'idol rock', 'j-metal', 'kawaii metal']"
BACK-ON,0.00535,0.469,227467.0,0.942,0.306,-2.481,0.0956,179.951,0.589,57.0,1,1,2,"['anime', 'anime rock', 'j-poprock', 'otacore']"
BADBADNOTGOOD,0.3685,0.545666667,256098.5,0.530333333,0.140833333,-7.5855,0.042033333,113.76283329999998,0.311,55.5,0,0,6,"['alternative hip hop', 'canadian modern jazz', 'escape room', 'indie soul']"
BAEKHYUN,0.24,0.649,227173.0,0.767,0.0929,-3.838,0.0455,149.918,0.608,77.0,11,0,2,['k-pop']
BANKS,0.486431429,0.505,247219.8571,0.473428571,0.158685714,-9.343428571,0.150971429,122.9358571,0.342142857,59.0,5,0,7,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'vapor soul']"
BANNERS,0.315344,0.531,211285.4,0.7374,0.1888,-4.9504,0.03706,119.1926,0.5324,64.4,2,1,10,"['indie poptimism', 'modern alternative rock', 'pop', 'pop rock']"
BAYNK,0.56,0.805,218087.0,0.6579999999999999,0.124,-6.1370000000000005,0.0702,114.972,0.305,55.0,6,1,1,"['alternative r&b', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indie soul', 'indietronica', 'new french touch', 'tropical house', 'vapor soul', 'vapor twitch']"
BBC Concert Orchestra,0.974,0.206,243000.0,0.19,0.131,-15.396,0.0384,79.811,0.0368,45.0,8,1,1,['orchestra']
BBC Philharmonic,0.927333333,0.112233333,528746.6667,0.017593333,0.087966667,-33.20533333,0.047633333,73.25866667,0.0437,51.66666667,10,1,3,"['classic soundtrack', 'classical performance', 'orchestra', 'radio symphony']"
BBC Symphony Orchestra,0.932875,0.23975,551184.75,0.2006125,0.264375,-18.788625,0.043425,97.74775,0.0702875,11.375,2,0,8,"['classical performance', 'orchestra', 'theme']"
BBMAK,0.0698,0.624,218200.0,0.945,0.0867,-3.109,0.0343,104.77,0.914,49.0,7,1,2,['boy band']
BENEE,0.345733333,0.7574444440000001,199373.7778,0.574333333,0.145644444,-5.792555556,0.041955556,102.2234444,0.5770000000000001,73.44444444,7,1,9,"['nz pop', 'pop']"
BIGBANG,0.165583333,0.6951111109999999,235170.8889,0.7604444440000001,0.256022222,-4.674,0.067922222,121.42466670000002,0.486555556,60.55555556,6,1,18,"['k-pop', 'k-pop boy group']"
BILL SCHNEE,0.5445,0.388,297426.5,0.252,0.249,-16.773,0.03405,80.585,0.187,36.0,11,1,4,[others]
BLACKPINK,0.113988333,0.701666667,202893.0,0.78175,0.251883333,-4.000916667,0.0952,115.78983329999998,0.549416667,74.91666667,4,1,24,"['k-pop', 'k-pop girl group']"
BLUE ENCOUNT,0.00222,0.517,224360.0,0.939,0.0814,-2.546,0.0938,94.959,0.564,67.0,8,1,2,"['anime rock', 'j-pop', 'j-poprock', 'j-rock', 'japanese alternative rock']"
BOB SCHWARZ,0.5595,0.416,436446.5,0.4545,0.6425,-21.088,0.0629,104.902,0.542,21.5,10,1,4,[others]
BONES,0.354471429,0.7375714290000001,159728.2857,0.501,0.131271429,-11.93128571,0.109142857,128.2264286,0.280042857,62.71428571,7,0,14,"['dark trap', 'emo rap', 'underground hip hop']"
BOOTS,0.0195,0.7020000000000001,224067.0,0.545,0.282,-8.491,0.0707,120.008,0.302,52.0,9,1,2,"['funk', 'p funk', 'quiet storm', 'soul']"
BOYSTYLE,0.00989,0.54,263027.0,0.913,0.208,-1.5730000000000002,0.0366,132.109,0.7340000000000001,51.0,1,1,2,[others]
BR549,0.337,0.625,150320.0,0.789,0.11,-8.97,0.0395,165.642,0.965,40.0,7,1,2,"['alternative country', 'roots rock']"
BRADIO,0.0167,0.45,210084.0,0.857,0.202,-2.35,0.0398,139.064,0.755,61.0,6,1,2,"['anime latino', 'otacore']"
BRELAND,0.169666667,0.839666667,158849.0,0.3670000000000001,0.158,-7.659,0.083533333,136.952,0.582666667,67.33333333,2,1,3,[others]
BRIDGE,0.00198,0.7490000000000001,197217.0,0.659,0.181,-6.746,0.0343,114.964,0.407,66.0,9,0,2,"['modern blues', 'soul']"
BRL,0.116,0.274,549107.0,0.399,0.0792,-8.652000000000001,0.0424,80.877,0.267,44.0,1,1,2,[others]
BROCKHAMPTON,0.319608889,0.694422222,221904.6444,0.5934,0.21852,-7.221111111,0.123353333,111.1678222,0.5378666670000001,64.95555556,1,1,45,"['boy band', 'hip hop', 'pop', 'rap']"
BRONSON,0.161,0.735,209600.0,0.65,0.109,-5.815,0.0737,122.048,0.122,69.0,6,0,1,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
BROWN & GRAY,0.0266,0.633,181594.0,0.782,0.139,-4.311,0.0345,127.991,0.542,58.0,2,1,2,['country pop']
BTS,0.099350444,0.614798387,230765.3427,0.786451613,0.202608065,-4.447471773999999,0.128514919,123.7954476,0.533369355,66.74193548,1,0,248,"['k-pop', 'k-pop boy group']"
BUCK-TICK,0.000323,0.5770000000000001,381200.0,0.79,0.086,-9.708,0.0311,113.036,0.458,37.0,8,1,2,"['j-metal', 'j-rock', 'japanese new wave', 'visual kei']"
BURNOUT SYNDROMES,0.0128,0.421333333,245093.3333,0.954666667,0.34,-1.551333333,0.092,122.4333333,0.349333333,62.66666667,11,1,6,"['anime rock', 'otacore']"
Baaba Maal,0.016,0.478,266931.0,0.7040000000000001,0.09,-8.271,0.0471,149.903,0.228,56.0,1,0,1,"['afropop', 'desert blues', 'griot', 'musique peule', 'world']"
Baauer,0.0111,0.452,196664.0,0.794,0.416,-5.151,0.0483,137.825,0.282,59.0,0,1,2,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'escape room', 'vapor twitch']"
Baba Brooks & His Band,0.76,0.875,139027.0,0.525,0.0733,-7.38,0.0976,129.447,0.953,22.0,7,1,2,['rock steady']
Babasónicos,0.259966667,0.581333333,189243.6667,0.689666667,0.163766667,-6.934333333,0.033466667,128.5766667,0.669,63.33333333,4,0,6,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'rock en espanol']"
Babatunde Olatunji,0.3492,0.593866667,284304.5333,0.7624,0.12804,-8.04,0.08653999999999999,132.613,0.4638,12.73333333,0,0,30,"['african percussion', 'afrobeat', 'afropop']"
Babe Ruth,0.0104874,0.602666667,320537.6667,0.487,0.102866667,-10.95966667,0.0434,116.133,0.408,41.0,7,1,6,['bboy']
Babes In Toyland ,1.53e-05,0.408,208387.0,0.87,0.2815,-7.619,0.0555,143.0665,0.648,36.5,11,0,4,"['grunge', 'minneapolis punk', 'riot grrrl']"
Baby Ariel,0.124,0.7759999999999999,150793.0,0.915,0.173,-7.7879999999999985,0.0677,127.969,0.5,65.0,4,0,2,['social media pop']
Baby Bash,0.222606783,0.715608696,230589.5652,0.606,0.17726087,-5.857521739,0.09613913,100.657913,0.610478261,48.69565217,8,1,23,"['chicano rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'latin hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Baby Dodds,0.54147,0.6505,196573.3333,0.4216666670000001,0.1805,-20.95283333,0.13188333300000002,107.1226667,0.5671666670000001,4.166666667,1,1,12,"['jazz drums', 'new orleans jazz']"
Baby Huey & The Baby Sitters,0.37145,0.48375,308976.625,0.69025,0.219425,-7.88,0.0589875,113.332,0.630875,35.875,5,1,16,"['classic soul', 'funk']"
Baby Ranks,0.14,0.88,164693.0,0.8390000000000001,0.0981,-5.9110000000000005,0.102,94.032,0.512,55.0,9,1,2,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
Baby Rasta & Gringo,0.0683,0.705,327653.5,0.7495,0.338,-5.7615,0.15195,131.5435,0.831,60.75,8,1,4,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'tropical']"
Baby Sleep,0.0008269999999999999,0.21600000000000005,157361.0,0.203,0.133,-26.57,0.153,132.84,0.039,68.0,0,0,2,['sleep']
Baby Sweet Dream,0.7102,0.2633892858414957,258045.6,0.00070008,0.7126,-32.7032,0.0,94.06386818553725,0.09580458195985014,51.6,6,0,5,['sleep']
Baby Washington,0.5445,0.56,168267.0,0.55,0.1657,-11.296,0.0347,89.06200000000003,0.7135,31.5,1,1,4,"['beach music', 'classic soul', 'rhythm and blues', 'southern soul']"
BabyJake,0.2875,0.753,207813.0,0.7185,0.162,-5.625,0.0501,140.005,0.5925,65.0,7,1,4,[others]
Babyface,0.246022951,0.667704918,286298.0164,0.557409836,0.16242459,-8.602721311,0.048978689000000006,116.7111148,0.507688525,41.26229508,6,1,61,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Babylon A.D.,0.00196,0.517,207293.0,0.855,0.585,-11.031,0.0384,121.373,0.6559999999999999,27.0,9,0,2,"['glam metal', 'hard rock', 'sleaze rock']"
Baccara,0.113,0.452,272000.0,0.754,0.151,-8.347000000000001,0.0746,122.5,0.507,52.0,2,1,2,"['disco', 'europop', 'italian disco']"
Bachat Heightz,0.263,0.919,264013.0,0.68,0.133,-7.171,0.0459,130.002,0.91,48.0,0,1,2,"['bachata', 'latin', 'tropical']"
Bachman-Turner Overdrive,0.053447093,0.505888889,265229.6667,0.635555556,0.206492593,-12.08844444,0.0441,129.24133329999998,0.723814815,35.81481481,2,1,54,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']"
Bacilos,0.178116667,0.726333333,259231.1667,0.7726666670000001,0.132566667,-5.109666667,0.061383333,113.3615,0.875166667,64.0,9,1,12,"['colombian pop', 'cumbia', 'latin', 'latin pop', 'pop', 'rock en espanol']"
Backbone,0.0372,0.913,250467.0,0.601,0.0806,-4.803,0.107,89.97,0.789,45.0,1,1,1,['boston hardcore']
Backhouse Mike,0.177,0.484,280987.0,0.581,0.16899999999999998,-7.886,0.03,93.04,0.29,40.0,10,1,2,[others]
Backstreet Boys,0.14858464400000002,0.643977778,234265.7556,0.7102666670000001,0.178131111,-5.718777778,0.037657778,116.0115778,0.556,53.08888889,10,0,90,"['boy band', 'dance pop', 'europop', 'pop']"
Bad Bad Hats,0.0168,0.6579999999999999,137947.0,0.833,0.101,-4.367,0.0667,149.739,0.6990000000000001,55.0,9,1,2,['minneapolis indie']
Bad Books,0.331,0.7190000000000001,223840.0,0.718,0.107,-5.482,0.0426,113.965,0.91,51.0,11,1,1,['dreamo']
Bad Boys Blue,0.051133333,0.6748333329999999,260893.5,0.5595,0.1974,-11.51983333,0.036233333,119.1261667,0.7605,47.16666667,0,0,12,"['eurodance', 'europop', 'italian disco']"
Bad Brains,0.045680251,0.382644898,144627.6939,0.7705975709999999,0.251481633,-12.23969388,0.095210204,124.1292449,0.338120408,33.32653061,7,1,98,"['alternative rock', 'dc hardcore', 'hardcore punk', 'nyhc', 'post-hardcore', 'punk', 'ska punk']"
Bad Bunny,0.270731807,0.764855422,227573.506,0.6736626509999999,0.160666265,-5.5408373489999985,0.123249398,123.0678253,0.517891566,73.35542169,1,0,166,"['latin', 'reggaeton', 'trap latino']"
Bad Company,0.284781348,0.533067416,274550.23600000003,0.609438202,0.184225843,-9.759640448999999,0.034924719,122.2999213,0.656662921,33.57303371,7,1,178,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']"
Bad English,0.1411375,0.4855,282923.5,0.61275,0.104875,-10.35025,0.036475,121.45775,0.3595,46.0,7,1,8,"['album rock', 'glam metal', 'hard rock']"
Bad Lip Reading,0.3077,0.861,238314.0,0.7215,0.10255,-6.127999999999999,0.0878,130.0105,0.7555,55.5,10,1,4,"['antiviral pop', 'comic']"
Bad Lucc,0.327,0.769,209616.0,0.6659999999999999,0.124,-7.542999999999998,0.0645,92.995,0.194,54.0,1,1,2,['west coast trap']
Bad Manners,0.04408,0.6366,202317.2,0.7490000000000001,0.07088,-9.1198,0.11778,145.5252,0.887,41.0,7,1,10,"['ska', 'ska revival']"
Bad Omens,0.00109,0.43,229210.0,0.945,0.311,-2.662,0.102,170.081,0.276,56.0,11,0,2,"['melodic metalcore', 'metalcore', 'post-screamo']"
Bad Religion,0.007854434,0.342471739,127601.0326,0.941923913,0.229978261,-3.85698913,0.08433587,145.0472283,0.577771739,36.81521739,9,1,184,"['punk', 'skate punk', 'socal pop punk']"
Bad Suns,0.039460417000000005,0.649666667,204441.9167,0.874833333,0.135225,-4.0433333330000005,0.044683333,118.4596667,0.693,52.0,1,1,24,"['indie pop', 'indie poptimism', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
Bad Wolves,0.0048168,0.428,236797.7143,0.865142857,0.110657143,-4.2904285710000005,0.070614286,116.1575714,0.233428571,65.71428571,2,0,7,"['alternative metal', 'metal', 'post-grunge']"
Baden Powell,0.930666667,0.414333333,147320.3333,0.210666667,0.103333333,-18.75133333,0.053766667,104.6583333,0.439333333,25.0,2,0,3,"['bossa nova', 'brazilian composition', 'brazilian jazz', 'choro', 'forro', 'jazz guitar', 'mpb', 'samba', 'velha guarda', 'violao']"
Badfinger,0.239687923,0.534269231,205255.9231,0.539115385,0.159546154,-9.200192308,0.032680769,108.9038462,0.502884615,33.61538462,0,1,52,"['album rock', 'art rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock']"
Badflower,0.0111,0.505,259520.0,0.8390000000000001,0.211,-4.966,0.0569,139.961,0.326,63.0,11,0,2,"['modern alternative rock', 'modern rock', 'rock']"
Badly Drawn Boy,0.4417,0.49625,267217.0,0.5425,0.107475,-10.33175,0.0327,108.452,0.52875,50.5,0,1,8,"['britpop', 'chamber pop', 'melancholia']"
"Baduria, Don",0.97,0.557,173400.0,0.135,0.0918,-23.901,0.0343,83.415,0.31,42.0,5,1,2,[others]
Bag Raiders,0.07105,0.65,231420.0,0.7185,0.1124,-5.947,0.04115,124.9665,0.49,60.5,11,1,4,"['alternative dance', 'australian dance', 'filter house', 'indietronica', 'new rave', 'nu disco']"
Baha Men,0.0882,0.826666667,193533.3333,0.922333333,0.1981,-3.672,0.087866667,126.354,0.873,49.66666667,11,0,6,['bahamian pop']
Bahamas,0.577526316,0.7145263159999999,223630.1579,0.411578947,0.143115789,-7.911631579,0.041089474,105.9818947,0.538736842,58.57894737,5,1,19,"['canadian indie', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']"
Bahari,0.428633333,0.609666667,188825.6667,0.5489999999999999,0.117466667,-6.417666667000001,0.046233333,96.66066667,0.281666667,58.0,5,0,6,['la pop']
Bailey's Nervous Kats,0.4822125,0.631875,131764.75,0.527,0.151975,-12.840875,0.0335625,119.655625,0.718375,14.5,0,1,16,['surf music']
Baillie & The Boys,0.444,0.802,258627.0,0.355,0.319,-14.587,0.0311,119.172,0.67,24.0,2,0,2,"['country dawn', 'deep contemporary country']"
Bajaga i Instruktori,0.272,0.5835,234947.0,0.7509999999999999,0.0881,-6.4335,0.09015,116.9375,0.733,36.0,7,1,4,"['yugoslav new wave', 'yugoslav rock']"
Bajka,0.32,0.601,229520.0,0.5579999999999999,0.0732,-8.353,0.0441,92.948,0.416,49.0,4,0,2,[others]
Bakermat,0.3583705,0.61,200088.0,0.6585,0.4595,-6.513,0.05045,124.981,0.518,63.0,2,1,4,"['deep euro house', 'deep house', 'deep tropical house', 'minimal tech house', 'new french touch', 'tropical house']"
Balance And Composure,2.77e-05,0.512,213747.0,0.951,0.252,-4.245,0.0661,110.172,0.145,46.0,4,0,2,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'melodic hardcore', 'philly indie', 'pop punk', 'progressive post-hardcore']"
Balla Et Ses Balladins,0.724666667,0.693666667,435017.6667,0.388333333,0.203666667,-16.31333333,0.045933333,109.203,0.8753333329999999,35.66666667,5,0,6,"['afropop', 'highlife', 'mande pop', 'west african jazz', 'world']"
Ballin' Jack,0.00686,0.716,168987.0,0.843,0.0568,-8.105,0.0594,119.885,0.789,33.0,9,1,2,[others]
Ballyhoo!,0.0956475,0.5825,203090.5,0.7635,0.154,-6.39525,0.05655,115.09,0.8170000000000001,46.5,6,1,8,['reggae rock']
Balmorhea,0.544333333,0.452,296046.6667,0.305333333,0.093466667,-14.12166667,0.0332,112.7693333,0.151,54.66666667,6,1,6,"['bow pop', 'compositional ambient', 'focus', 'melancholia', 'neoclassical darkwave', 'post-rock']"
Baltimora,0.2365,0.7090000000000001,367633.5,0.5665,0.2945,-13.1175,0.03045,108.7655,0.8265,54.0,3,1,4,['italian disco']
Balue,0.004079999999999999,0.394,222000.0,0.8420000000000001,0.268,-5.391,0.0363,183.52,0.736,49.0,2,1,2,['indie garage rock']
Bambee,0.00889,0.639,196920.0,0.991,0.324,-3.1060000000000003,0.0311,138.02200000000002,0.972,38.0,10,0,2,['bubblegum dance']
Bambuti pygmies,0.995,0.338,69480.0,0.0541,0.344,-20.815,0.0517,86.40299999999998,0.595,12.0,3,1,2,[others]
Bananarama,0.17583529399999998,0.7135294120000001,204547.5294,0.848588235,0.300105882,-6.181117647000001,0.06024705900000001,128.5945882,0.812,49.52941176,7,1,17,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Band Aid,0.16399999999999998,0.599,222533.0,0.642,0.0992,-6.936,0.0363,115.412,0.349,48.0,0,1,2,['musical advocacy']
Band Of Skulls,0.1715,0.6,253075.6667,0.6406666670000001,0.146,-5.357333333,0.0513,110.5326667,0.34766666700000004,43.33333333,11,1,6,"['dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'punk blues', 'rock', 'southampton indie']"
Band of Horses,0.189629222,0.446333333,225677.0,0.657111111,0.173477778,-6.3994444439999985,0.033188889,126.469,0.267077778,51.77777778,1,1,18,"['indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
Banda Arkangel R-15,0.435375,0.523625,198630.0,0.6275,0.191075,-6.063375,0.1354,139.7155,0.775875,43.0,0,1,16,"['banda', 'banda caliente', 'duranguense', 'grupera', 'norteno', 'regional mexican', 'tecnobanda']"
Banda Black Rio,0.1025,0.6305,182006.5,0.8795,0.237,-5.4315,0.05005,105.835,0.9375,38.5,2,1,4,"['bossa nova', 'brazilian boogie', 'brazilian soul', 'instrumental funk', 'mpb', 'samba']"
Banda Blanca,0.215,0.875,343891.0,0.639333333,0.1586,-13.122,0.068566667,127.802,0.942333333,48.33333333,3,1,6,"['pop catracho', 'punta']"
Banda Boom,0.242,0.8140000000000001,215440.0,0.37,0.0656,-11.637,0.0449,125.055,0.985,37.0,3,1,2,[others]
Banda Bostik,0.0255,0.55,271227.0,0.813,0.13485,-7.505,0.101,142.328,0.633,47.0,1,1,4,"['latin alternative', 'mexican rock', 'rock en espanol', 'rock urbano mexicano']"
Banda Brava,0.625181818,0.533363636,210438.0909,0.447727273,0.16826363600000002,-7.852818182,0.07073636400000001,151.1275455,0.949272727,39.36363636,8,1,22,"['banda', 'duranguense', 'tecnobanda']"
Banda Cana Verde,0.598,0.612,188753.5,0.271,0.26,-13.9,0.0362,82.08200000000002,0.774,37.5,3,1,4,"['banda', 'banda carnavalera']"
Banda Carnaval,0.284,0.6243333329999999,180693.6667,0.669,0.1682,-3.149333333,0.0428,152.9026667,0.8773333329999999,53.0,2,1,6,"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']"
Banda Clave Nueva De Max Peraza,0.395,0.5529999999999999,209587.0,0.5720000000000001,0.0756,-5.666,0.0363,200.008,0.894,67.0,7,0,2,"['banda', 'banda carnavalera', 'regional mexican pop']"
Banda Coloso,0.14800000000000002,0.55,214410.5,0.5975,0.482,-6.756,0.0669,135.218,0.86,70.0,2,1,4,[others]
Banda Cuisillos,0.451605405,0.5897567570000001,198036.4324,0.63672973,0.186878378,-7.16,0.037262162,126.4664865,0.706594595,45.43243243,2,1,74,"['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
Banda Cuisilos,0.7659999999999999,0.463,196905.0,0.525,0.375,-4.724,0.0262,150.10399999999996,0.5379999999999999,44.0,2,1,2,[others]
Banda El Limon,0.550333333,0.601,203791.0,0.471333333,0.214666667,-7.451666667,0.048766667,155.3533333,0.974333333,49.66666667,7,1,6,"['banda', 'grupera', 'norteno', 'regional mexican']"
Banda El Recodo,0.559065217,0.6194637679999999,178492.4348,0.510304348,0.160315942,-7.832536232000001,0.043694203,130.9822029,0.911782609,49.36231884,10,1,138,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
Banda El Recodo De Don Cruz Lizárraga,0.0853,0.366,147787.0,0.412,0.274,-10.216,0.0433,79.706,0.428,34.0,9,1,2,[others]
Banda Fortuna,0.7190000000000001,0.789,218880.0,0.564,0.315,-4.749,0.0417,104.92,0.948,48.0,9,0,2,"['banda carnavalera', 'corrido', 'regional mexican pop']"
Banda Jerez,0.00785,0.708,199467.0,0.794,0.0771,-6.2010000000000005,0.048,104.962,0.971,43.0,0,1,2,"['banda', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']"
Banda La Costeña,0.5996,0.6156,172951.2,0.4656,0.17765999999999998,-6.832999999999998,0.04594,142.0936,0.9698,42.0,10,1,10,"['banda', 'banda carnavalera', 'duranguense', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']"
Banda La Pirinola,0.498666667,0.742,200086.3333,0.414,0.14506666699999998,-7.642,0.0309,100.7386667,0.5073333329999999,42.0,11,0,6,"['banda', 'banda carnavalera', 'duranguense', 'grupera', 'regional mexican']"
Banda Los Guamuchileños De Culiacan,0.9278,0.3248,166602.4,0.2692,0.402,-13.1052,0.04184,150.3228,0.6678,1.0,10,1,10,[others]
Banda Los Lagos,0.674666667,0.6890000000000001,218098.0,0.497333333,0.1812,-9.239666667,0.0602,113.34,0.8140000000000001,36.66666667,7,1,6,"['banda', 'banda caliente', 'duranguense', 'grupera', 'tecnobanda']"
Banda Los Recoditos,0.557857143,0.766071429,169465.5714,0.526642857,0.17035714300000002,-5.124785714,0.051521429,131.5981429,0.931285714,58.92857143,3,1,28,"['banda', 'grupera', 'regional mexican', 'regional mexican pop']"
Banda Los Sebastianes,0.412,0.7303333329999999,185538.0,0.555666667,0.187433333,-5.222333333,0.034566667,134.6406667,0.7709999999999999,64.0,2,0,6,"['banda', 'regional mexican', 'regional mexican pop']"
