,artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
2457,Camera Obscura,0.009640000000000001,0.3815,215026.5,-3.8655,0.185,-3.8655,0.0464,51.0,11.0,51.0,11,1,4,"['indie pop', 'scottish indie', 'twee pop']"
2458,Cameron Seely,0.726,0.253,60453.0,-17.067,0.26899999999999996,-17.067,0.0414,66.0,6.0,66.0,6,1,1,['movie tunes']
2459,Camila,0.29491999999999996,0.40976,230425.56,-7.2688,0.136428,-7.2688,0.040964,61.6,1.0,61.6,1,1,25,"['dance pop', 'pop', 'post-teen pop']"
2460,Camila Cabello,0.263212453,0.621792453,204084.2453,-5.668358491,0.14800000000000002,-5.668358491,0.086937736,71.50943396,0.0,71.50943396,0,0,53,"['dance pop', 'pop', 'post-teen pop']"
2461,Camille,0.8390000000000001,0.439,170787.0,-10.839,0.071,-10.839,0.0422,66.0,3.0,66.0,3,1,2,"['classical', 'late romantic era']"
2462,Camille Decreus,0.971,0.41600000000000004,127693.0,-15.925,0.257,-15.925,0.113,1.0,7.0,1.0,7,1,1,['others']
2463,Camille Saint-Saëns,0.9324949490000001,0.307057576,275023.5253,-24.27164646,0.174539394,-24.27164646,0.05119899,17.73737374,9.0,17.73737374,9,1,99,"['classical', 'late romantic era']"
2464,Camilo,0.277646087,0.648347826,195041.8261,-4.393478261,0.204995652,-4.393478261,0.146226087,78.0,9.0,78.0,9,1,23,"['colombian pop', 'latin']"
2465,Camilo Sesto,0.563959633,0.436944954,226603.7248,-8.553394495,0.18928073399999998,-8.553394495,0.046926605999999996,42.71559633,0.0,42.71559633,0,1,109,"['bolero', 'latin', 'latin pop']"
2466,Camouflage,0.076533333,0.677666667,266931.0,-12.302999999999999,0.212933333,-12.302999999999999,0.036833332999999996,45.66666667,7.0,45.66666667,7,1,6,"['futurepop', 'new romantic', 'new wave', 'synthpop']"
2467,Campbell I.C.,0.06641,0.691,258186.5,-10.293,0.24,-10.293,0.03065,57.5,2.0,57.5,2,0,4,"['alternative country', 'chamber psych', 'melancholia']"
2468,Campeche Show,0.0829,0.6765,189820.0,-6.0495,0.256,-6.0495,0.04095,52.0,10.0,52.0,10,1,4,"['chunchaca', 'cumbia', 'cumbia sonidera', 'grupera']"
2469,Camper Van Beethoven,0.21283600000000003,0.4228,191512.0,-9.5108,0.19494,-9.5108,0.04458,33.6,9.0,33.6,9,1,10,"['alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'roots rock']"
2470,Can't Hang,0.0745,0.628,256280.0,-6.662000000000001,0.0826,-6.662000000000001,0.0529,42.0,1.0,42.0,1,0,2,['others']
2471,Canaan Smith,0.0107,0.5589999999999999,203053.0,-5.056,0.19399999999999998,-5.056,0.0295,63.0,11.0,63.0,11,1,2,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
2472,Canadian Brass,0.9940000000000001,0.273,285773.0,-21.430999999999997,0.0718,-21.430999999999997,0.0324,26.0,10.0,26.0,10,1,2,"['brass band', 'brass ensemble', 'brass quintet', 'wind ensemble']"
2473,Candlebox,0.045920333,0.52775,294391.1667,-6.62475,0.12608333300000002,-6.62475,0.059533333,44.41666667,7.0,44.41666667,7,1,24,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']"
2474,Candlemass,0.00021826700000000002,0.219555556,418610.5556,-4.667444444,0.13013333300000002,-4.667444444,0.067433333,34.66666667,4.0,34.66666667,4,1,18,"['death metal', 'doom metal', 'epic doom', 'hard rock', 'metal', 'opera metal', 'swedish doom metal', 'swedish metal']"
2475,Candy & The Kisses,0.49,0.449,155080.0,-5.547999999999999,0.7390000000000001,-5.547999999999999,0.0337,8.0,0.0,8.0,0,1,2,['philly soul']
2476,Candy Candido,0.9,0.594,164747.0,-14.245,0.42700000000000005,-14.245,0.0898,37.0,10.0,37.0,10,0,2,['others']
2477,Candy Dulfer,0.28600000000000003,0.7705,251100.0,-9.0195,0.1006,-9.0195,0.02975,47.5,2.0,47.5,2,0,4,['smooth jazz']
2478,Candy Johnson,0.973666667,0.500833333,180727.6667,-14.13766667,0.213016667,-14.13766667,0.0647,1.0,10.0,1.0,10,1,12,['others']
2479,Candy Lo,0.700333333,0.738,179560.3333,-5.192,0.10466666699999999,-5.192,0.0352,34.66666667,6.0,34.66666667,6,1,3,"['c-pop', 'cantopop', 'chinese indie']"
2480,Canhoto,0.6378,0.4726,159071.8,-9.762,0.2362,-9.762,0.034480000000000004,2.4,7.0,2.4,7,0,5,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']"
2481,Canned Heat,0.471724625,0.587958333,231585.8125,-13.464375,0.16303958300000002,-13.464375,0.080585417,32.33333333,9.0,32.33333333,9,1,96,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']"
2482,Cannibal Corpse,0.00024828,0.275333333,214513.3333,-7.426666667,0.09965,-7.426666667,0.10521666699999999,44.83333333,8.0,44.83333333,8,0,12,"['brutal death metal', 'buffalo ny metal', 'death metal', 'metal']"
2483,Cannonball Adderley,0.767228571,0.491507143,276038.6286,-11.19729286,0.185125714,-11.19729286,0.041074286,17.42857143,5.0,17.42857143,5,1,140,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'soul jazz', 'swing', 'vocal jazz']"
2484,Cannonball Adderley Quartet,0.8335,0.509166667,345389.0,-9.924833332999999,0.1007,-9.924833332999999,0.034683333,13.5,2.0,13.5,2,1,12,['others']
2485,Cannonball Adderley Sextet,0.7675,0.494,387926.5,-12.0425,0.7809999999999999,-12.0425,0.05015,10.5,10.0,10.5,10,1,4,"['bebop', 'hard bop']"
2486,Cannons,0.12,0.737,231826.0,-7.0120000000000005,0.12300000000000001,-7.0120000000000005,0.0953,68.0,6.0,68.0,6,0,2,['vapor soul']
2487,Cano Estremera,0.6095,0.637,359451.1667,-10.26466667,0.11516666699999999,-10.26466667,0.042883332999999996,34.83333333,10.0,34.83333333,10,1,12,"['latin jazz', 'salsa', 'salsa international', 'tropical']"
2488,Cantus,0.975,0.33399999999999996,95987.0,-14.682,0.085,-14.682,0.0337,54.0,9.0,54.0,9,0,2,['norwegian choir']
2489,Canyon City,0.7979999999999999,0.5529999999999999,186584.0,-12.564,0.10300000000000001,-12.564,0.0379,61.0,1.0,61.0,1,1,2,"['acoustic pop', 'indie anthem-folk', 'indie cafe pop', 'indie folk', 'indiecoustica', 'neo mellow', 'viral pop']"
2490,Caos,0.0174,0.695,245827.0,-6.057,0.0493,-6.057,0.0361,69.0,4.0,69.0,4,0,2,['others']
2491,Cap'n Jazz,0.001103667,0.40266666700000003,180871.0,-6.996333333,0.10323333300000001,-6.996333333,0.050633332999999996,38.66666667,7.0,38.66666667,7,1,6,['others']
2492,Capcom Sound Team,0.44044700000000003,0.23199999999999998,188320.0,-16.195999999999998,0.11699999999999999,-16.195999999999998,0.092,44.5,7.0,44.5,7,1,4,"['anime score', 'japanese vgm', 'sound team']"
2493,Capella Brugensis,0.988,0.109,256200.0,-25.91,0.106,-25.91,0.0482,49.0,5.0,49.0,5,1,1,['others']
2494,Capella Istropolitana,0.9522,0.300948,429675.16,-21.9248,0.14169600000000002,-21.9248,0.044088,42.36,7.0,42.36,7,1,25,['chamber orchestra']
2495,Capital Cities,0.0036630000000000005,0.7075,207988.5,-4.9655,0.0672,-4.9655,0.0352,70.0,5.0,70.0,5,1,4,"['alternative dance', 'indie pop', 'metropopolis', 'modern rock', 'pop']"
2496,Capital Kings,0.00535,0.6859999999999999,209440.0,-4.13,0.0672,-4.13,0.0972,50.0,2.0,50.0,2,0,2,"['anthem worship', 'ccm', 'cedm', 'christian dance', 'christian hip hop', 'christian music', 'christian pop']"
2497,Capital Letters,0.022000000000000002,0.838,262960.0,-7.382999999999999,0.0756,-7.382999999999999,0.0875,40.0,2.0,40.0,2,1,2,"['dub', 'reggae', 'roots reggae', 'uk reggae']"
2498,Cappella Coloniensis,0.982,0.406,281413.0,-14.912,0.10800000000000001,-14.912,0.0432,27.0,9.0,27.0,9,1,1,"['baroque ensemble', 'historically informed performance']"
2499,Captain & Tennille,0.583444444,0.598555556,215702.2222,-9.747777778,0.17907777800000002,-9.747777778,0.049477778,41.77777778,7.0,41.77777778,7,1,18,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
2500,Captain Beefheart,0.426,0.617,225427.0,-10.456,0.1,-10.456,0.0258,44.0,9.0,44.0,9,1,2,"['art rock', 'canterbury scene', 'country rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'outsider', 'post-punk', 'protopunk', 'psychedelic rock', 'roots rock', 'zolo']"
2501,Captain Beefheart & His Magic Band,0.344342857,0.559571429,223983.4286,-11.37496429,0.141753571,-11.37496429,0.059796429000000005,31.78571429,2.0,31.78571429,2,1,56,"['art rock', 'canterbury scene', 'country rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'outsider', 'post-punk', 'protopunk', 'psychedelic rock', 'roots rock', 'zolo']"
2502,Captain Beyond,0.093185,0.33633333299999996,222904.5,-9.516166667,0.357833333,-9.516166667,0.076133333,21.66666667,9.0,21.66666667,9,0,12,"['blues rock', 'hard rock', 'psychedelic blues-rock', 'psychedelic rock']"
2503,Captain Cuts,0.121,0.7,190302.0,-5.896,0.10300000000000001,-5.896,0.0666,77.0,10.0,77.0,10,1,1,['pop edm']
2504,Captain Hollywood Project,0.225,0.6609999999999999,253573.0,-11.855,0.0863,-11.855,0.0349,60.0,7.0,60.0,7,1,2,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']"
2505,Captain Jack,0.0418,0.7015,233493.0,-6.1595,0.28300000000000003,-6.1595,0.0574,51.0,7.0,51.0,7,1,4,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']"
2506,Car Seat Headrest,0.13372,0.486,295249.0,-7.462000000000001,0.0932,-7.462000000000001,0.0421,53.0,7.0,53.0,7,1,6,"['alternative rock', 'anti-folk', 'art pop', 'indie pop', 'indie punk', 'indie rock', 'lo-fi']"
2507,Caralisa Monteiro,0.295,0.63,382973.0,-7.525,0.0934,-7.525,0.0364,57.0,4.0,57.0,4,1,1,['modern bollywood']
2508,Caramella Girls,0.0287,0.625,175806.5,-4.1605,0.19399999999999998,-4.1605,0.0998,58.5,6.0,58.5,6,1,4,['bubblegum dance']
2509,Caramelos De Cianuro,0.27,0.544,174880.0,-5.897,0.12,-5.897,0.0422,54.0,1.0,54.0,1,0,2,"['latin pop', 'pop reggaeton', 'venezuelan rock']"
2510,Caravan,0.1303,0.5466,520861.4,-14.152000000000001,0.20628000000000002,-14.152000000000001,0.061220000000000004,33.8,2.0,33.8,2,1,10,"['electro swing', 'nu jazz']"
2511,Carbon Leaf,0.11835,0.648,220027.0,-6.5335,0.145,-6.5335,0.04595,38.5,7.0,38.5,7,1,4,['celtic rock']
2512,Cardenales De Nuevo León,0.34700000000000003,0.7284074070000001,183683.4074,-6.913592593,0.089059259,-6.913592593,0.059714815,52.77777778,9.0,52.77777778,9,1,54,"['banda', 'cumbia', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
2513,Caribou,0.554954286,0.664857143,291001.5714,-9.535,0.369771429,-9.535,0.038485714,53.0,1.0,53.0,1,1,7,"['alternative dance', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']"
2514,Carin Leon,0.511466667,0.6728666670000001,186380.6,-4.834866667,0.18064000000000002,-4.834866667,0.034593333,68.53333333,11.0,68.53333333,11,1,15,['regional mexican pop']
2515,Carl Mann,0.816,0.36700000000000005,146729.0,-6.484,0.29,-6.484,0.0687,38.0,0.0,38.0,0,1,2,"['rock-and-roll', 'rockabilly']"
2516,Carl Maria von Weber,0.962928571,0.36703571399999996,359505.0357,-17.71660714,0.13285,-17.71660714,0.046146429,1.857142857,0.0,1.857142857,0,1,28,"['classical', 'classical era', 'early music', 'early romantic era']"
2517,Carl Nielsen,0.993,0.49,47160.0,-21.642,0.0989,-21.642,0.11,36.0,10.0,36.0,10,0,1,"['classical', 'danish classical', 'early modern classical', 'post-romantic era']"
2518,Carl Orff,0.800333333,0.393166667,143649.0,-17.63666667,0.17300000000000001,-17.63666667,0.0393,31.83333333,2.0,31.83333333,2,1,6,"['classical', 'early modern classical']"
2519,Carl Perkins,0.512203529,0.5816176470000001,161231.4706,-9.245382353,0.32012352899999996,-9.245382353,0.09732058800000001,22.52941176,4.0,22.52941176,4,1,68,"['rock-and-roll', 'rockabilly']"
2520,Carl Philipp Emanuel Bach Chamber Orchestra,0.873,0.534,278373.0,-20.658,0.12300000000000001,-20.658,0.038,14.0,7.0,14.0,7,1,1,['chamber orchestra']
2521,Carl Sims,0.0166,0.535,461946.0,-14.876,0.0459,-14.876,0.0533,39.0,11.0,39.0,11,1,2,"['memphis soul', 'southern soul', 'southern soul blues']"
2522,Carl Smith,0.671333333,0.720666667,130102.0,-11.25766667,0.0808,-11.25766667,0.0417,26.33333333,8.0,26.33333333,8,1,3,"['honky tonk', 'rockabilly']"
2523,Carl Stamitz,0.986,0.141,323000.0,-28.163,0.107,-28.163,0.0476,35.0,10.0,35.0,10,1,1,['classical era']
2524,Carl Thomas,0.2465375,0.66875,263365.5,-7.40775,0.208325,-7.40775,0.1105375,45.625,1.0,45.625,1,1,16,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2525,Carlo Maria Giulini,0.9744,0.3052,300290.6667,-21.82653333,0.15874000000000002,-21.82653333,0.071713333,10.46666667,10.0,10.46666667,10,1,15,"['classical performance', 'orchestral performance']"
2526,Carlo Rizzi,0.9865,0.3095,214320.0,-17.0985,0.0988,-17.0985,0.04825,1.0,6.0,1.0,6,1,2,['others']
2527,Carlo Rustichelli,0.82,0.31,108640.0,-16.994,0.0859,-16.994,0.0342,24.0,6.0,24.0,6,0,2,"['classic soundtrack', 'vintage italian soundtrack']"
2528,Carlo Savina,0.92,0.382,177733.0,-14.904000000000002,0.23399999999999999,-14.904000000000002,0.0326,44.0,0.0,44.0,0,1,2,['vintage italian soundtrack']
2529,"Carlos ""Potato"" Valdez",0.506,0.491333333,398973.3333,-10.093,0.422333333,-10.093,0.0571,10.0,7.0,10.0,7,1,3,['others']
2530,"Carlos ""Totico"" Eugenio",0.5174,0.4814,384376.0,-10.385,0.4826,-10.385,0.05776,8.6,7.0,8.6,7,1,5,['others']
2531,Carlos Argentino,0.7829999999999999,0.686666667,165573.3333,-11.904000000000002,0.1034,-11.904000000000002,0.058966667,23.5,7.0,23.5,7,1,12,['others']
2532,Carlos Baute,0.533666667,0.754,189906.6667,-5.885,0.11766666699999999,-5.885,0.0373,65.0,6.0,65.0,6,1,3,"['latin', 'latin pop', 'spanish pop', 'tropical']"
2533,Carlos Di Sarli,0.8818181820000001,0.510545455,170035.7273,-7.890272727,0.323845455,-7.890272727,0.0418,13.09090909,9.0,13.09090909,9,1,22,"['orquesta tipica', 'tango', 'tango cancion', 'vintage tango']"
2534,Carlos Galhardo,0.991,0.7120000000000001,197092.0,-9.828,0.303,-9.828,0.04,7.0,4.0,7.0,4,1,2,['velha guarda']
2535,Carlos Gomez,0.728,0.475,170493.0,-10.902000000000001,0.121,-10.902000000000001,0.128,44.0,0.0,44.0,0,1,2,['others']
2536,Carlos Gonzalez,0.762,0.723,246760.0,-11.979000000000001,0.105,-11.979000000000001,0.0339,50.0,0.0,50.0,0,1,1,['nueva ola chilena']
2537,Carlos Kleiber,0.9536399999999999,0.27588,420374.92,-19.7056,0.22796,-19.7056,0.049296,41.32,8.0,41.32,8,1,25,"['classical performance', 'orchestral performance']"
2538,Carlos Lyra,0.8959999999999999,0.642,174307.0,-19.059,0.11800000000000001,-19.059,0.046,33.0,6.0,33.0,6,1,2,"['bossa nova', 'brazilian jazz']"
2539,Carlos Montoya,0.9540000000000001,0.508769231,153445.3077,-16.65830769,0.131715385,-16.65830769,0.054546154000000006,1.769230769,10.0,1.769230769,10,1,26,"['flamenco', 'flamenco guitar', 'rumba']"
2540,Carlos Munguia,0.963,0.285,488253.0,-8.026,0.26899999999999996,-8.026,0.0561,3.0,5.0,3.0,5,1,1,['spanish classical']
2541,Carlos Petrel,0.879,0.5589999999999999,137347.0,-15.618,0.138,-15.618,0.0494,48.0,1.0,48.0,1,1,1,['others']
2542,Carlos Ponce,0.6409999999999999,0.276,237467.0,-7.818,0.2,-7.818,0.0377,68.0,1.0,68.0,1,1,1,"['latin', 'latin pop', 'puerto rican pop']"
2543,Carlos Pérez,0.381,0.866,191455.0,-5.33,0.0787,-5.33,0.0343,49.0,11.0,49.0,11,0,2,['others']
2544,Carlos Ramos,0.871,0.6609999999999999,214333.0,-6.867999999999999,0.11199999999999999,-6.867999999999999,0.0353,21.0,3.0,21.0,3,1,2,['fado']
2545,Carlos Rivera,0.499,0.4295,217387.0,-6.9525,0.12305,-6.9525,0.0327,69.5,8.0,69.5,8,1,4,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
2546,Carlos Rodgers,0.0367,0.69,462262.0,-9.968,0.142,-9.968,0.0845,26.0,1.0,26.0,1,1,2,['others']
2547,Carlos Roldán,0.9645246909999999,0.6236666670000001,177901.2099,-10.58177778,0.15530370400000001,-10.58177778,0.134582716,0.037037037,2.0,0.037037037,2,1,162,['vintage tango']
2548,Carlos Santana,0.320737037,0.5452592589999999,323640.9259,-12.24081481,0.119785185,-12.24081481,0.08502963,39.18518519,7.0,39.18518519,7,1,27,"['blues rock', 'jazz fusion']"
2549,Carlos Santana & Buddy Miles,0.289,0.441,349733.0,-10.72,0.953,-10.72,0.0482,25.0,9.0,25.0,9,1,2,['others']
2550,Carlos Valdes,0.775,0.428,347333.0,-13.66,0.21600000000000003,-13.66,0.0319,30.0,7.0,30.0,7,1,1,['others']
2551,Carlos Vives,0.20016,0.6543,227277.9,-8.07705,0.17131,-8.07705,0.059625,53.05,5.0,53.05,5,1,40,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
2552,Carlos Y Jose,0.3026,0.661848485,178712.2424,-11.17512121,0.07126060599999999,-11.17512121,0.0611,41.06060606,7.0,41.06060606,7,1,66,['norteno']
2553,Carlos y Alejandra,0.07005,0.7945,212727.0,-5.1905,0.0899,-5.1905,0.034,48.0,1.0,48.0,1,1,4,"['bachata', 'latin', 'tropical']"
2554,Carlota Jaramillo,0.941107143,0.542714286,184293.0357,-13.65360714,0.216607143,-13.65360714,0.0668,6.035714286,8.0,6.035714286,8,0,28,"['cumbia ecuatoriana', 'folklore ecuatoriano']"
2555,Carlton Williams,0.317,0.55,166449.0,-12.665999999999999,0.726,-12.665999999999999,0.0738,44.0,0.0,44.0,0,1,2,['others']
2556,Carlton and the Shoes,0.323066667,0.7433333329999999,187458.0,-11.824000000000002,0.178666667,-11.824000000000002,0.0975,41.0,5.0,41.0,5,1,6,"['lovers rock', 'rock steady']"
2557,Carly Pearce,0.159044444,0.605,199948.5556,-5.126111111,0.11806666699999999,-5.126111111,0.062088889,62.66666667,0.0,62.66666667,0,0,9,"['contemporary country', 'country pop']"
2558,Carly Rae Jepsen,0.01917,0.668384615,210993.0769,-5.138307692,0.207961538,-5.138307692,0.058523077,60.15384615,7.0,60.15384615,7,1,26,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
2559,Carly Simon,0.469246506,0.552927711,239410.1687,-13.52471084,0.162263855,-13.52471084,0.032433735,37.31325301,0.0,37.31325301,0,1,83,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
2560,Carman,0.175,0.6245,453873.0,-17.249000000000002,0.24015,-17.249000000000002,0.05845,28.5,5.0,28.5,5,1,4,"['christian alternative rock', 'christian music', 'deep christian rock', 'worship']"
2561,Carmela Y Rafael,0.871,0.527,178364.0,-11.265,0.138,-11.265,0.0301,39.0,11.0,39.0,11,0,1,"['bolero', 'mexican rock-and-roll', 'ranchera']"
2562,Carmell Jones,0.41600000000000004,0.47533333299999997,318115.6667,-10.419,0.222266667,-10.419,0.0509,20.66666667,3.0,20.66666667,3,0,6,['hard bop']
2563,Carmen,0.0334,0.943,224890.0,-7.907,0.0256,-7.907,0.111,47.0,8.0,47.0,8,0,2,"['adult standards', 'album rock', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
2564,Carmen Delia Dipini,0.879,0.651181818,174181.7273,-12.66209091,0.1896,-12.66209091,0.058163636,18.09090909,5.0,18.09090909,5,1,11,"['bolero', 'classic colombian pop']"
2565,Carmen Gutierrez,0.8440000000000001,0.623,166000.0,-17.578,0.74,-17.578,0.0572,24.0,7.0,24.0,7,0,1,['others']
2566,Carmen McRae,0.774867925,0.5216226420000001,191804.0755,-12.36192453,0.216011321,-12.36192453,0.053688679,14.03773585,7.0,14.03773585,7,1,106,"['adult standards', 'torch song', 'vocal jazz']"
2567,Carmen Miranda,0.869590517,0.707340517,167915.9353,-14.93200862,0.161414655,-14.93200862,0.141951724,0.30172413800000003,3.0,0.30172413800000003,3,1,232,"['samba', 'velha guarda']"
2568,Carmen Morell,0.9640000000000001,0.4845,178360.0,-7.1405,0.13605,-7.1405,0.0377,5.0,3.0,5.0,3,1,4,['copla']
2569,Carmen Twillie,0.06375,0.3585,239107.0,-16.088,0.294,-16.088,0.04065,57.0,10.0,57.0,10,1,2,"['disney', 'movie tunes']"
2570,Carnivore,2.9199999999999998e-05,0.348,448493.0,-8.388,0.10300000000000001,-8.388,0.0436,33.0,10.0,33.0,10,0,2,['la indie']
2571,Caro,0.855,0.40700000000000003,178896.0,-7.621,0.11699999999999999,-7.621,0.0773,64.0,3.0,64.0,3,1,2,"['adult standards', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'soul']"
2572,Carol Banawa,0.6585,0.5335,287128.0,-9.132,0.1225,-9.132,0.0292,48.5,5.0,48.5,5,1,4,"['classic opm', 'opm']"
2573,Caroline Polachek,0.0787,0.795,183861.0,-4.971,0.121,-4.971,0.0289,64.0,6.0,64.0,6,1,2,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indietronica']"
2574,Caroline Smith,0.0195,0.716,200579.0,-3.852,0.0599,-3.852,0.0679,53.0,11.0,53.0,11,0,2,"['minneapolis indie', 'stomp and holler']"
2575,Carolyn Hester,0.92,0.38299999999999995,138067.0,-14.347999999999999,0.111,-14.347999999999999,0.0367,27.0,6.0,27.0,6,1,2,['american folk revival']
2576,Carolyn Rodriguez,0.268733333,0.765333333,248626.6667,-6.496666667,0.154233333,-6.496666667,0.11046666699999999,41.66666667,0.0,41.66666667,0,1,6,"['chicano rap', 'latin hip hop']"
2577,Carolyn SurrickMarcia Diehl,0.963,0.32299999999999995,352573.0,-23.649,0.327,-23.649,0.0369,36.0,4.0,36.0,4,0,2,['others']
2578,Carolyn Watkinson,0.98,0.249,166493.0,-20.419,0.0972,-20.419,0.0468,2.0,4.0,2.0,4,1,1,['classical contralto']
2579,Caron Wheeler,0.06295,0.7515,257433.0,-7.976,0.10585,-7.976,0.08835,42.0,7.0,42.0,7,1,4,['british soul']
2580,Carpenters,0.653498837,0.409244186,210603.6047,-14.03656977,0.141519767,-14.03656977,0.039698837,39.44186047,9.0,39.44186047,9,1,172,"['adult standards', 'folk', 'mellow gold', 'soft rock']"
2581,Carre,0.9626,0.1986,331373.6,-23.1492,0.12722,-23.1492,0.04842,0.4,9.0,0.4,9,1,5,"['contemporary gospel', 'gospel', 'gospel r&b']"
2582,Carrie Underwood,0.224714048,0.510642857,227848.0595,-3.7050714289999997,0.138035714,-3.7050714289999997,0.052865475999999995,54.16666667,5.0,54.16666667,5,1,84,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop']"
2583,Carroll Dickerson Orchestra,0.964666667,0.6286666670000001,193875.6667,-13.27541667,0.19038333300000002,-13.27541667,0.14675833300000002,5.916666667,10.0,5.916666667,10,1,24,['others']
2584,Carroll Dickerson's Savoyagers,0.98,0.78,191400.0,-13.855,0.0798,-13.855,0.0958,5.0,5.0,5.0,5,1,2,['others']
2585,Carroll Gibbons,0.980611111,0.5425416670000001,185406.4722,-16.53569444,0.18009861100000002,-16.53569444,0.051331944000000004,0.8888888890000001,5.0,0.8888888890000001,5,1,72,['british dance band']
2586,Cartel,0.004425999999999999,0.507857143,208070.4286,-4.261571429,0.17021428600000002,-4.261571429,0.054614286,45.71428571,1.0,45.71428571,1,1,14,"['latin hip hop', 'mexican hip hop', 'perreo']"
2587,Carter Beauford,0.322,0.397,347640.0,-5.931,0.27,-5.931,0.0456,50.0,7.0,50.0,7,0,2,['others']
2588,Carter Burwell,0.781666667,0.148333333,289376.6667,-19.84433333,0.083333333,-19.84433333,0.0385,49.0,7.0,49.0,7,1,3,"['classic soundtrack', 'scorecore', 'soundtrack']"
2589,Cartola,0.9129999999999999,0.563,179933.0,-13.814,0.306,-13.814,0.0665,55.0,2.0,55.0,2,0,2,"['bossa nova', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']"
2590,Cartoon,0.14309000000000002,0.441,202277.5,-3.958,0.2255,-3.958,0.04145,68.5,11.0,68.5,11,1,2,['gaming edm']
2591,Cartoons,0.0909,0.8740000000000001,187006.5,-6.417999999999999,0.2085,-6.417999999999999,0.047,55.0,0.0,55.0,0,1,4,"['bubblegum dance', 'europop']"
2592,Cary Brothers,0.5215,0.5305,257015.0,-8.17,0.102,-8.17,0.0301,48.0,0.0,48.0,0,1,4,"['acoustic pop', 'la indie', 'neo mellow', 'pop rock']"
2593,Casa De Leones,0.06673333299999999,0.828,263489.0,-5.2213333330000005,0.2387,-5.2213333330000005,0.0727,55.66666667,8.0,55.66666667,8,0,6,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
2594,Cascada,0.1286525,0.635625,204678.5,-6.120625,0.29100000000000004,-6.120625,0.0632,47.875,8.0,47.875,8,1,16,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop rap']"
2595,Cascatinha & Inhana,0.992583333,0.47575,183382.25,-13.18391667,0.171441667,-13.18391667,0.05035,11.91666667,5.0,11.91666667,5,1,24,['sertanejo tradicional']
2596,Case,0.217233333,0.7415,282230.0,-6.1695,0.075816667,-6.1695,0.15460833300000001,51.41666667,6.0,51.41666667,6,1,12,['texas country']
2597,Casely,0.0051,0.805,190573.0,-3.6839999999999997,0.149,-3.6839999999999997,0.0761,49.0,7.0,49.0,7,1,2,['others']
2598,Casey Donahew,0.106133684,0.516421053,220114.4211,-5.995368421,0.18711578899999998,-5.995368421,0.039294737,50.26315789,7.0,50.26315789,7,1,19,['texas country']
2599,Casey Lee Williams,0.010575336000000001,0.435545455,207130.3636,-4.7102727269999995,0.179381818,-4.7102727269999995,0.14266363599999998,52.72727273,7.0,52.72727273,7,1,11,['otacore']
2600,Cashmere Cat,0.1432,0.60725,237886.75,-6.34975,0.1390625,-6.34975,0.04405,55.75,0.0,55.75,0,0,8,"['downtempo', 'electropop', 'pop', 'post-teen pop', 'shiver pop']"
2601,Casino,0.0754,0.8690000000000001,340480.0,-4.832,0.0776,-4.832,0.126,54.0,11.0,54.0,11,1,2,"['chillwave', 'experimental hip hop', 'indie r&b', 'indietronica', 'psychedelic hip hop', 'underground hip hop', 'vapor twitch', 'witch house']"
